Genes,PathwayID,PathwayName
NCR3,{'R-HSA-1280218'},{'Adaptive Immune System'}
NCR3LG1,{'R-HSA-1280218'},{'Adaptive Immune System'}
NCSTN,"{'R-HSA-5663202', 'R-HSA-1474228', 'R-HSA-9675108', 'R-HSA-168249', 'R-HSA-73887', 'R-HSA-977225', 'R-HSA-157118', 'R-HSA-9006934'}","{'Signaling by Receptor Tyrosine Kinases', 'Amyloid fiber formation', 'Degradation of the extracellular matrix', 'Nervous system development', 'Signaling by NOTCH', 'Diseases of signal transduction by growth factor receptors and second messengers', 'Death Receptor Signaling', 'Innate Immune System'}"
NDC1,"{'R-HSA-72306', 'R-HSA-5663205', 'R-HSA-597592', 'R-HSA-1280215', 'R-HSA-5619115', 'R-HSA-194441', 'R-HSA-2262752', 'R-HSA-71387', 'R-HSA-69278', 'R-HSA-211000', 'R-HSA-72203'}","{'Processing of Capped Intron-Containing Pre-mRNA', 'Cellular responses to stress', 'Gene Silencing by RNA', 'Cytokine Signaling in Immune system', 'Metabolism of carbohydrates', 'Metabolism of non-coding RNA', 'Infectious disease', 'tRNA processing', 'Post-translational protein modification', 'Cell Cycle, Mitotic', 'Disorders of transmembrane transporters'}"
NDC80,"{'R-HSA-69620', 'R-HSA-9716542', 'R-HSA-69278'}","{'Cell Cycle Checkpoints', 'Cell Cycle, Mitotic', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NDE1,"{'R-HSA-69620', 'R-HSA-9716542', 'R-HSA-5617833', 'R-HSA-69278'}","{'Cell Cycle Checkpoints', 'Cell Cycle, Mitotic', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Cilium Assembly'}"
NDEL1,"{'R-HSA-69620', 'R-HSA-9716542', 'R-HSA-69278'}","{'Cell Cycle Checkpoints', 'Cell Cycle, Mitotic', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NDN,{'R-HSA-1280215'},{'Cytokine Signaling in Immune system'}
NDOR1,{'R-HSA-2564830'},{'Cytosolic iron-sulfur cluster assembly'}
NDRG1,{'R-HSA-73857'},{'RNA Polymerase II Transcription'}
NDST1,{'R-HSA-71387'},{'Metabolism of carbohydrates'}
NDST2,{'R-HSA-71387'},{'Metabolism of carbohydrates'}
NDST3,{'R-HSA-71387'},{'Metabolism of carbohydrates'}
NDST4,{'R-HSA-71387'},{'Metabolism of carbohydrates'}
NDUFA1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA10,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA11,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA12,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA13,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA2,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA3,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA4,"{'R-HSA-2262752', 'R-HSA-73857', 'R-HSA-1428517'}","{'The citric acid (TCA) cycle and respiratory electron transport', 'RNA Polymerase II Transcription', 'Cellular responses to stress'}"
NDUFA5,"{'R-HSA-9716542', 'R-HSA-1428517'}","{'The citric acid (TCA) cycle and respiratory electron transport', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NDUFA6,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA7,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA8,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFA9,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAB1,"{'R-HSA-556833', 'R-HSA-71291', 'R-HSA-1428517'}","{'Metabolism of lipids', 'The citric acid (TCA) cycle and respiratory electron transport', 'Metabolism of amino acids and derivatives'}"
NDUFAF1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAF2,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAF3,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAF4,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAF5,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAF6,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFAF7,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB10,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB11,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB2,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB3,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB4,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB5,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB6,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB7,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFB8,"{'R-HSA-1268020', 'R-HSA-1428517'}","{'The citric acid (TCA) cycle and respiratory electron transport', 'Mitochondrial protein import'}"
NDUFB9,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFC1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFC2,"{'R-HSA-168249', 'R-HSA-1428517'}","{'The citric acid (TCA) cycle and respiratory electron transport', 'Innate Immune System'}"
NDUFS1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFS2,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFS3,"{'R-HSA-9716542', 'R-HSA-1428517'}","{'The citric acid (TCA) cycle and respiratory electron transport', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NDUFS4,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFS5,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFS6,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFS7,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFS8,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFV1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFV2,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NDUFV3,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NEB,{'R-HSA-390522'},{'Striated Muscle Contraction'}
NEC1,{'R-HSA-5663205'},{'Infectious disease'}
NEC2,{'R-HSA-5663205'},{'Infectious disease'}
NECAP1,{'R-HSA-199991'},{'Membrane Trafficking'}
NECAP2,{'R-HSA-199991'},{'Membrane Trafficking'}
NECTIN1,{'R-HSA-446728'},{'Cell junction organization'}
NECTIN2,"{'R-HSA-1280218', 'R-HSA-446728'}","{'Adaptive Immune System', 'Cell junction organization'}"
NECTIN3,{'R-HSA-446728'},{'Cell junction organization'}
NECTIN4,{'R-HSA-446728'},{'Cell junction organization'}
NEDD1,"{'R-HSA-69278', 'R-HSA-5617833'}","{'Cell Cycle, Mitotic', 'Cilium Assembly'}"
NEDD4,"{'R-HSA-1280218', 'R-HSA-9006925', 'R-HSA-1280215', 'R-HSA-9006934'}","{'Intracellular signaling by second messengers', 'Signaling by Receptor Tyrosine Kinases', 'Cytokine Signaling in Immune system', 'Adaptive Immune System'}"
NEDD4L,"{'R-HSA-1280218', 'R-HSA-5663205', 'R-HSA-9006936', 'R-HSA-73857', 'R-HSA-983712'}","{'Signaling by TGFB family members', 'Ion channel transport', 'Infectious disease', 'RNA Polymerase II Transcription', 'Adaptive Immune System'}"
NEDD8,"{'R-HSA-9006936', 'R-HSA-597592', 'R-HSA-917937', 'R-HSA-199991'}","{'Signaling by TGFB family members', 'Post-translational protein modification', 'Membrane Trafficking', 'Iron uptake and transport'}"
NEFL,"{'R-HSA-112315', 'R-HSA-5683057'}","{'MAPK family signaling cascades', 'Transmission across Chemical Synapses'}"
NEGR1,{'R-HSA-597592'},{'Post-translational protein modification'}
NEIL1,"{'R-HSA-9675135', 'R-HSA-73884'}","{'Diseases of DNA repair', 'Base Excision Repair'}"
NEIL2,{'R-HSA-73884'},{'Base Excision Repair'}
NEIL3,"{'R-HSA-9675135', 'R-HSA-73884'}","{'Diseases of DNA repair', 'Base Excision Repair'}"
NEK2,"{'R-HSA-69278', 'R-HSA-5617833'}","{'Cell Cycle, Mitotic', 'Cilium Assembly'}"
NEK6,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
NEK7,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
NEK9,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
NELFA,"{'R-HSA-73857', 'R-HSA-5663205'}","{'RNA Polymerase II Transcription', 'Infectious disease'}"
NELFB,"{'R-HSA-9006934', 'R-HSA-73857', 'R-HSA-5663205'}","{'RNA Polymerase II Transcription', 'Signaling by Receptor Tyrosine Kinases', 'Infectious disease'}"
NELFCD,"{'R-HSA-73857', 'R-HSA-5663205'}","{'RNA Polymerase II Transcription', 'Infectious disease'}"
NELFE,"{'R-HSA-73857', 'R-HSA-5663205'}","{'RNA Polymerase II Transcription', 'Infectious disease'}"
NELL2,{'R-HSA-9675108'},{'Nervous system development'}
NEO1,"{'R-HSA-525793', 'R-HSA-9675108'}","{'Nervous system development', 'Myogenesis'}"
NET1,"{'R-HSA-372790', 'R-HSA-73887', 'R-HSA-9716542'}","{'Death Receptor Signaling', 'Signaling by GPCR', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NEU1,"{'R-HSA-5668914', 'R-HSA-556833', 'R-HSA-168249', 'R-HSA-597592'}","{'Diseases of metabolism', 'Metabolism of lipids', 'Post-translational protein modification', 'Innate Immune System'}"
NEU2,"{'R-HSA-556833', 'R-HSA-597592'}","{'Metabolism of lipids', 'Post-translational protein modification'}"
NEU3,"{'R-HSA-556833', 'R-HSA-597592'}","{'Metabolism of lipids', 'Post-translational protein modification'}"
NEU4,{'R-HSA-597592'},{'Post-translational protein modification'}
NEURL1,"{'R-HSA-5663202', 'R-HSA-157118'}","{'Signaling by NOTCH', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
NEURL1B,"{'R-HSA-5663202', 'R-HSA-157118'}","{'Signaling by NOTCH', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
NEURL2,{'R-HSA-597592'},{'Post-translational protein modification'}
NEUROD1,{'R-HSA-186712'},{'Regulation of beta-cell development'}
NEUROG3,{'R-HSA-186712'},{'Regulation of beta-cell development'}
NF1,"{'R-HSA-5663202', 'R-HSA-5683057'}","{'MAPK family signaling cascades', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
NF2,"{'R-HSA-9716542', 'R-HSA-168249'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Innate Immune System'}"
NFAM1,{'R-HSA-168249'},{'Innate Immune System'}
NFASC,"{'R-HSA-9675108', 'R-HSA-168249'}","{'Nervous system development', 'Innate Immune System'}"
NFATC1,"{'R-HSA-1280218', 'R-HSA-168249', 'R-HSA-195721'}","{'Signaling by WNT', 'Adaptive Immune System', 'Innate Immune System'}"
NFATC2,"{'R-HSA-1280218', 'R-HSA-73857', 'R-HSA-168249'}","{'RNA Polymerase II Transcription', 'Adaptive Immune System', 'Innate Immune System'}"
NFATC3,"{'R-HSA-1280218', 'R-HSA-168249'}","{'Adaptive Immune System', 'Innate Immune System'}"
NFE2,"{'R-HSA-73857', 'R-HSA-983231'}","{'Factors involved in megakaryocyte development and platelet production', 'RNA Polymerase II Transcription'}"
NFE2L2,"{'R-HSA-597592', 'R-HSA-2262752', 'R-HSA-5663205'}","{'Post-translational protein modification', 'Cellular responses to stress', 'Infectious disease'}"
NFIA,{'R-HSA-74158'},{'RNA Polymerase III Transcription'}
NFIB,{'R-HSA-74158'},{'RNA Polymerase III Transcription'}
NFIC,{'R-HSA-74158'},{'RNA Polymerase III Transcription'}
NFIX,{'R-HSA-74158'},{'RNA Polymerase III Transcription'}
NFKB1,"{'R-HSA-1280218', 'R-HSA-5260271', 'R-HSA-381340', 'R-HSA-3247509', 'R-HSA-5663205', 'R-HSA-1280215', 'R-HSA-168249', 'R-HSA-73887', 'R-HSA-2262752', 'R-HSA-73857'}","{'Cellular responses to stress', 'Diseases of Immune System', 'Infectious disease', 'RNA Polymerase II Transcription', 'Innate Immune System', 'Death Receptor Signaling', 'Transcriptional regulation of white adipocyte differentiation', 'Cytokine Signaling in Immune system', 'Adaptive Immune System', 'Chromatin modifying enzymes'}"
NFKB2,"{'R-HSA-5260271', 'R-HSA-3247509', 'R-HSA-5663205', 'R-HSA-597592', 'R-HSA-1280215', 'R-HSA-168249'}","{'Diseases of Immune System', 'Infectious disease', 'Post-translational protein modification', 'Cytokine Signaling in Immune system', 'Innate Immune System', 'Chromatin modifying enzymes'}"
NFKBIA,"{'R-HSA-1280218', 'R-HSA-5260271', 'R-HSA-5663205', 'R-HSA-597592', 'R-HSA-1280215', 'R-HSA-168249', 'R-HSA-73887'}","{'Diseases of Immune System', 'Infectious disease', 'Post-translational protein modification', 'Innate Immune System', 'Death Receptor Signaling', 'Cytokine Signaling in Immune system', 'Adaptive Immune System'}"
NFKBIB,"{'R-HSA-1280218', 'R-HSA-1280215', 'R-HSA-168249'}","{'Cytokine Signaling in Immune system', 'Adaptive Immune System', 'Innate Immune System'}"
NFKBIE,{'R-HSA-1280218'},{'Adaptive Immune System'}
NFRKB,"{'R-HSA-5696398', 'R-HSA-597592'}","{'Post-translational protein modification', 'Nucleotide Excision Repair'}"
NFYA,"{'R-HSA-2262752', 'R-HSA-556833', 'R-HSA-73857'}","{'Metabolism of lipids', 'RNA Polymerase II Transcription', 'Cellular responses to stress'}"
NFYB,"{'R-HSA-2262752', 'R-HSA-556833', 'R-HSA-73857'}","{'Metabolism of lipids', 'RNA Polymerase II Transcription', 'Cellular responses to stress'}"
NFYC,"{'R-HSA-2262752', 'R-HSA-556833', 'R-HSA-73857'}","{'Metabolism of lipids', 'RNA Polymerase II Transcription', 'Cellular responses to stress'}"
NGB,{'R-HSA-8981607'},{'Intracellular oxygen transport'}
NGEF,"{'R-HSA-372790', 'R-HSA-73887', 'R-HSA-9675108', 'R-HSA-9716542'}","{'Death Receptor Signaling', 'Signaling by GPCR', 'Nervous system development', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NGF,"{'R-HSA-9006934', 'R-HSA-73887'}","{'Death Receptor Signaling', 'Signaling by Receptor Tyrosine Kinases'}"
NGFR,{'R-HSA-73887'},{'Death Receptor Signaling'}
NGLY1,{'R-HSA-597592'},{'Post-translational protein modification'}
NHEJ1,{'R-HSA-5693532'},{'DNA Double-Strand Break Repair'}
NHERF4,{'R-HSA-5663205'},{'Infectious disease'}
NHLRC1,"{'R-HSA-5668914', 'R-HSA-71387'}","{'Diseases of metabolism', 'Metabolism of carbohydrates'}"
NHLRC2,{'R-HSA-76002'},"{'Platelet activation, signaling and aggregation'}"
NHLRC3,{'R-HSA-168249'},{'Innate Immune System'}
NHP2,"{'R-HSA-72312', 'R-HSA-73886'}","{'rRNA processing', 'Chromosome Maintenance'}"
NHS,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NICN1,{'R-HSA-597592'},{'Post-translational protein modification'}
NID1,"{'R-HSA-1474228', 'R-HSA-3000157'}","{'Laminin interactions', 'Degradation of the extracellular matrix'}"
NID2,{'R-HSA-3000157'},{'Laminin interactions'}
NINL,"{'R-HSA-69278', 'R-HSA-5617833'}","{'Cell Cycle, Mitotic', 'Cilium Assembly'}"
NIP7,{'R-HSA-72312'},{'rRNA processing'}
NIPA1,{'R-HSA-5223345'},{'Miscellaneous transport and binding events'}
NIPA2,{'R-HSA-5223345'},{'Miscellaneous transport and binding events'}
NIPAL1,{'R-HSA-5223345'},{'Miscellaneous transport and binding events'}
NIPAL2,{'R-HSA-5223345'},{'Miscellaneous transport and binding events'}
NIPAL3,{'R-HSA-5223345'},{'Miscellaneous transport and binding events'}
NIPAL4,{'R-HSA-5223345'},{'Miscellaneous transport and binding events'}
NIPBL,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
NIPSNAP2,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NISCH,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NIT2,{'R-HSA-168249'},{'Innate Immune System'}
NKAP,{'R-HSA-72203'},{'Processing of Capped Intron-Containing Pre-mRNA'}
NKIRAS1,"{'R-HSA-1280215', 'R-HSA-168249'}","{'Cytokine Signaling in Immune system', 'Innate Immune System'}"
NKIRAS2,"{'R-HSA-1280215', 'R-HSA-168249'}","{'Cytokine Signaling in Immune system', 'Innate Immune System'}"
NKX2-2,{'R-HSA-186712'},{'Regulation of beta-cell development'}
NKX2-5,"{'R-HSA-73857', 'R-HSA-9733709', 'R-HSA-5576891'}","{'RNA Polymerase II Transcription', 'Cardiogenesis', 'Cardiac conduction'}"
NKX3-2,{'R-HSA-73857'},{'RNA Polymerase II Transcription'}
NKX6-1,{'R-HSA-186712'},{'Regulation of beta-cell development'}
NLGN1,{'R-HSA-6794362'},{'Protein-protein interactions at synapses'}
NLGN2,{'R-HSA-6794362'},{'Protein-protein interactions at synapses'}
NLGN3,{'R-HSA-6794362'},{'Protein-protein interactions at synapses'}
NLGN4X,{'R-HSA-6794362'},{'Protein-protein interactions at synapses'}
NLGN4Y,{'R-HSA-6794362'},{'Protein-protein interactions at synapses'}
NLK,{'R-HSA-195721'},{'Signaling by WNT'}
NLN,{'R-HSA-372790'},{'Signaling by GPCR'}
NLRC3,{'R-HSA-168249'},{'Innate Immune System'}
NLRC4,"{'R-HSA-73857', 'R-HSA-168249'}","{'RNA Polymerase II Transcription', 'Innate Immune System'}"
NLRC5,"{'R-HSA-1280215', 'R-HSA-168249'}","{'Cytokine Signaling in Immune system', 'Innate Immune System'}"
NLRP1,{'R-HSA-168249'},{'Innate Immune System'}
NLRP12,{'R-HSA-5663205'},{'Infectious disease'}
NLRP3,"{'R-HSA-597592', 'R-HSA-2262752', 'R-HSA-168249', 'R-HSA-5663205'}","{'Post-translational protein modification', 'Cellular responses to stress', 'Innate Immune System', 'Infectious disease'}"
NLRP4,{'R-HSA-168249'},{'Innate Immune System'}
NLRX1,"{'R-HSA-1280215', 'R-HSA-168249'}","{'Cytokine Signaling in Immune system', 'Innate Immune System'}"
NMB,{'R-HSA-372790'},{'Signaling by GPCR'}
NMBR,{'R-HSA-372790'},{'Signaling by GPCR'}
NME1,"{'R-HSA-15869', 'R-HSA-9755088', 'R-HSA-9748787'}","{'Azathioprine ADME', 'Ribavirin ADME', 'Metabolism of nucleotides'}"
NME2,"{'R-HSA-15869', 'R-HSA-9755088', 'R-HSA-9748787', 'R-HSA-168249'}","{'Azathioprine ADME', 'Ribavirin ADME', 'Innate Immune System', 'Metabolism of nucleotides'}"
NME2P1,{'R-HSA-15869'},{'Metabolism of nucleotides'}
NME3,{'R-HSA-15869'},{'Metabolism of nucleotides'}
NME4,{'R-HSA-15869'},{'Metabolism of nucleotides'}
NME7,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
NMI,{'R-HSA-5663205'},{'Infectious disease'}
NMNAT1,{'R-HSA-196854'},{'Metabolism of vitamins and cofactors'}
NMNAT2,{'R-HSA-196854'},{'Metabolism of vitamins and cofactors'}
NMNAT3,{'R-HSA-196854'},{'Metabolism of vitamins and cofactors'}
NMRAL1,{'R-HSA-71291'},{'Metabolism of amino acids and derivatives'}
NMRK1,{'R-HSA-196854'},{'Metabolism of vitamins and cofactors'}
NMRK2,{'R-HSA-196854'},{'Metabolism of vitamins and cofactors'}
NMS,{'R-HSA-372790'},{'Signaling by GPCR'}
NMT1,"{'R-HSA-109581', 'R-HSA-2187338', 'R-HSA-5663205'}","{'Visual phototransduction', 'Apoptosis', 'Infectious disease'}"
NMT2,"{'R-HSA-2187338', 'R-HSA-5663205'}","{'Visual phototransduction', 'Infectious disease'}"
NMU,{'R-HSA-372790'},{'Signaling by GPCR'}
NMUR1,{'R-HSA-372790'},{'Signaling by GPCR'}
NMUR2,{'R-HSA-372790'},{'Signaling by GPCR'}
NNMT,"{'R-HSA-71291', 'R-HSA-211859', 'R-HSA-196854'}","{'Metabolism of vitamins and cofactors', 'Biological oxidations', 'Metabolism of amino acids and derivatives'}"
NNT,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
NOB1,{'R-HSA-72312'},{'rRNA processing'}
NOC2L,{'R-HSA-73857'},{'RNA Polymerase II Transcription'}
NOC4L,{'R-HSA-72312'},{'rRNA processing'}
NOCT,{'R-HSA-1368108'},"{'BMAL1:CLOCK,NPAS2 activates circadian gene expression'}"
NOD1,"{'R-HSA-597592', 'R-HSA-1280215', 'R-HSA-168249', 'R-HSA-5663205'}","{'Post-translational protein modification', 'Cytokine Signaling in Immune system', 'Innate Immune System', 'Infectious disease'}"
NOD2,"{'R-HSA-597592', 'R-HSA-1280215', 'R-HSA-168249', 'R-HSA-5663205'}","{'Post-translational protein modification', 'Cytokine Signaling in Immune system', 'Innate Immune System', 'Infectious disease'}"
NODAL,{'R-HSA-1181150'},{'Signaling by NODAL'}
NOG,"{'R-HSA-9006936', 'R-HSA-9758941'}","{'Signaling by TGFB family members', 'Gastrulation'}"
NOL11,{'R-HSA-72312'},{'rRNA processing'}
NOL12,{'R-HSA-72312'},{'rRNA processing'}
NOL6,{'R-HSA-72312'},{'rRNA processing'}
NOL9,{'R-HSA-72312'},{'rRNA processing'}
NOP10,"{'R-HSA-72312', 'R-HSA-73886'}","{'rRNA processing', 'Chromosome Maintenance'}"
NOP14,{'R-HSA-72312'},{'rRNA processing'}
NOP2,"{'R-HSA-72312', 'R-HSA-73857'}","{'rRNA processing', 'RNA Polymerase II Transcription'}"
NOP56,"{'R-HSA-391251', 'R-HSA-72312'}","{'Protein folding', 'rRNA processing'}"
NOP58,"{'R-HSA-72312', 'R-HSA-597592'}","{'rRNA processing', 'Post-translational protein modification'}"
NOS1,"{'R-HSA-418346', 'R-HSA-168249', 'R-HSA-5576891'}","{'Innate Immune System', 'Platelet homeostasis', 'Cardiac conduction'}"
NOS2,"{'R-HSA-9033241', 'R-HSA-5663205', 'R-HSA-1280215', 'R-HSA-168249', 'R-HSA-418346'}","{'Platelet homeostasis', 'Peroxisomal protein import', 'Infectious disease', 'Cytokine Signaling in Immune system', 'Innate Immune System'}"
NOS3,"{'R-HSA-168249', 'R-HSA-196854', 'R-HSA-202131', 'R-HSA-9006934', 'R-HSA-418346', 'R-HSA-9006931'}","{'Signaling by Receptor Tyrosine Kinases', 'Platelet homeostasis', 'Metabolism of nitric oxide: NOS3 activation and regulation', 'Metabolism of vitamins and cofactors', 'Signaling by Nuclear Receptors', 'Innate Immune System'}"
NOSIP,{'R-HSA-202131'},{'Metabolism of nitric oxide: NOS3 activation and regulation'}
NOSTRIN,{'R-HSA-202131'},{'Metabolism of nitric oxide: NOS3 activation and regulation'}
NOTCH1,"{'R-HSA-5663202', 'R-HSA-186712', 'R-HSA-5668914', 'R-HSA-2262752', 'R-HSA-9758941', 'R-HSA-157118', 'R-HSA-73857'}","{'Cellular responses to stress', 'Diseases of metabolism', 'Regulation of beta-cell development', 'Gastrulation', 'RNA Polymerase II Transcription', 'Signaling by NOTCH', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
NOTCH2,"{'R-HSA-5668914', 'R-HSA-73857', 'R-HSA-157118'}","{'Diseases of metabolism', 'RNA Polymerase II Transcription', 'Signaling by NOTCH'}"
NOTCH3,"{'R-HSA-5668914', 'R-HSA-73857', 'R-HSA-157118'}","{'Diseases of metabolism', 'RNA Polymerase II Transcription', 'Signaling by NOTCH'}"
NOTCH4,"{'R-HSA-5668914', 'R-HSA-73857', 'R-HSA-157118'}","{'Diseases of metabolism', 'RNA Polymerase II Transcription', 'Signaling by NOTCH'}"
NOTO,{'R-HSA-9758941'},{'Gastrulation'}
NOTUM,"{'R-HSA-381426', 'R-HSA-5358351', 'R-HSA-597592'}","{'Signaling by Hedgehog', 'Post-translational protein modification', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)'}"
NOX1,"{'R-HSA-9716542', 'R-HSA-5663205'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Infectious disease'}"
NOX3,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
NOX4,"{'R-HSA-5663202', 'R-HSA-2262752'}","{'Cellular responses to stress', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
NOX5,{'R-HSA-2262752'},{'Cellular responses to stress'}
NOXA1,"{'R-HSA-9716542', 'R-HSA-5663205'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Infectious disease'}"
NOXO1,"{'R-HSA-9716542', 'R-HSA-5663205'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Infectious disease'}"
NP,{'R-HSA-5663205'},{'Infectious disease'}
NPAS2,"{'R-HSA-2262752', 'R-HSA-556833', 'R-HSA-1368108'}","{'Metabolism of lipids', 'Cellular responses to stress', 'BMAL1:CLOCK,NPAS2 activates circadian gene expression'}"
NPAS4,{'R-HSA-73857'},{'RNA Polymerase II Transcription'}
NPB,{'R-HSA-372790'},{'Signaling by GPCR'}
NPBWR1,{'R-HSA-372790'},{'Signaling by GPCR'}
NPBWR2,{'R-HSA-372790'},{'Signaling by GPCR'}
NPC1,{'R-HSA-174824'},"{'Plasma lipoprotein assembly, remodeling, and clearance'}"
NPC2,"{'R-HSA-174824', 'R-HSA-168249'}","{'Plasma lipoprotein assembly, remodeling, and clearance', 'Innate Immune System'}"
NPDC1,{'R-HSA-1280218'},{'Adaptive Immune System'}
NPEPPS,{'R-HSA-1280218'},{'Adaptive Immune System'}
NPFF,{'R-HSA-372790'},{'Signaling by GPCR'}
NPFFR1,{'R-HSA-372790'},{'Signaling by GPCR'}
NPFFR2,{'R-HSA-372790'},{'Signaling by GPCR'}
NPHP1,{'R-HSA-5617833'},{'Cilium Assembly'}
NPHP3,{'R-HSA-5617833'},{'Cilium Assembly'}
NPHP4,"{'R-HSA-2028269', 'R-HSA-5617833'}","{'Signaling by Hippo', 'Cilium Assembly'}"
NPHS1,{'R-HSA-373753'},{'Nephrin family interactions'}
NPHS2,{'R-HSA-373753'},{'Nephrin family interactions'}
NPIPB3,{'R-HSA-5663205'},{'Infectious disease'}
NPL,{'R-HSA-597592'},{'Post-translational protein modification'}
NPLOC4,"{'R-HSA-2262752', 'R-HSA-73893', 'R-HSA-597592'}","{'Post-translational protein modification', 'Cellular responses to stress', 'DNA Damage Bypass'}"
